Plo Id|Source Location Id|Destination Location Id|Account Id|Plo Status|Create Date|Publish Date|Confirm Date|Export Date|Order Type|Delivery Type|Plo Line Id|Item Id|Requested Quantity|Unit Price|Total Price|Reference|Dms Location Id|Franchise Code|CustomerOrderReference
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|1|135872040030|2.0|43.73|87.46||1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|2|135872040042|2.0|25.63|51.26||1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|3|3825176M1|1.0|27.81|27.81||1|MF|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|4|834216M1|1.0|6.28|6.28|XX|1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|5|F260310020450|1.0|124.88|124.88|XX|1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|6|G737812151020|5.0|41.68|208.4|XX|1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|7|M219PB0520040|1.0|69.34|69.34||1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|8|X508075000000|3.0|2.67|8.01||1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|9|828123M2|3.0|3.82|11.46|XX|1|MF|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|11|G718960110011|1.0|58.96|58.96|XX|1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|12|M222PP4001390|1.0|4.97|4.97|XX|1|FT|41026000250417_01
PLO_AGRI_RAVAGNOLO_01_5_2025-04-17_01-02-57_0||AGRI_RAVAGNOLO_01|41026000|approved|2025-04-17 01:02:57|2025-04-17 05:20:37||2025-04-17 09:24:38|STK|STOCK|13|X487546141000|1.0|3.24|3.24|XX|1|FT|41026000250417_01
